time,episode,winLose,score,idle_production_time,idle_worker_time,total_value_units,total_value_structures,killed_value_units,killed_value_structures,collected_minerals,collected_vespene,collection_rate_minerals,collection_rate_vespene,spent_minerals,spent_vespene,StepsInEpisode
27_04_2021 04h39min40seg,1331,-1,4604,496,138,600,475,0,0,3745,284,83,0,75,0,8160
27_04_2021 04h40min06seg,1332,-1,5485,463,15,750,400,0,0,4835,0,867,0,150,0,8240
27_04_2021 04h40min30seg,1333,-1,4770,507,3,600,400,0,0,4120,0,783,0,0,0,8120
27_04_2021 04h40min53seg,1334,-1,4640,461,7,650,400,0,0,3990,0,643,0,50,0,7900
27_04_2021 04h41min18seg,1335,-1,5750,470,14,750,400,0,0,5100,0,839,0,150,0,8360
27_04_2021 04h41min47seg,1336,-1,5885,573,2,750,400,0,0,5235,0,811,0,150,0,10000
27_04_2021 04h42min11seg,1337,-1,4660,498,2,600,400,0,0,4010,0,671,0,0,0,7980
27_04_2021 04h42min37seg,1338,-1,4747,447,179,750,475,0,0,3900,272,111,22,225,0,8200
27_04_2021 04h43min02seg,1339,-1,5655,460,1,750,400,0,0,5005,0,783,0,150,0,8180
27_04_2021 04h43min28seg,1340,-1,5555,456,8,750,400,0,0,4905,0,839,0,150,0,8120
27_04_2021 04h43min57seg,1341,-1,5875,647,11,600,400,0,0,5225,0,671,0,0,0,10380
27_04_2021 04h44min30seg,1342,-1,5144,642,734,600,775,0,0,4725,144,0,0,375,0,10800
27_04_2021 04h44min54seg,1343,-1,4665,495,9,600,400,0,0,4015,0,699,0,0,0,7940
27_04_2021 04h45min24seg,1344,-1,6140,584,0,750,400,0,0,5490,0,783,0,150,0,10160
27_04_2021 04h45min53seg,1345,-1,5735,629,7,600,400,0,0,5085,0,727,0,0,0,10080
27_04_2021 04h46min19seg,1346,-1,4438,486,386,650,575,0,0,3775,288,0,0,325,0,8600
27_04_2021 04h46min47seg,1347,-1,5710,627,13,600,400,0,0,5060,0,615,0,0,0,10060
27_04_2021 04h47min12seg,1348,-1,3462,438,983,600,775,0,0,3225,12,0,0,375,0,8060
27_04_2021 04h47min41seg,1349,-1,5720,628,2,600,400,0,0,5070,0,671,0,0,0,10060
27_04_2021 04h48min04seg,1350,-1,4545,497,5,600,400,0,0,3995,0,587,0,0,0,7960
27_04_2021 04h48min28seg,1351,-1,4845,516,8,600,400,0,0,4195,0,699,0,0,0,8280
27_04_2021 04h48min54seg,1352,-1,4736,451,314,750,475,0,0,4245,216,0,0,225,0,8580
27_04_2021 04h49min21seg,1353,-1,3620,501,1130,600,700,0,0,3420,0,0,0,300,0,8620
27_04_2021 04h49min48seg,1354,-1,4736,517,138,600,475,0,0,4045,116,83,22,75,0,8500
27_04_2021 04h50min22seg,1355,-1,2475,1422,3250,600,1150,0,0,3025,0,0,0,850,0,11340
27_04_2021 04h50min59seg,1356,-1,5029,2137,2268,1050,1025,0,0,4380,624,0,0,1075,0,11480
27_04_2021 04h51min23seg,1357,-1,4830,502,9,650,400,0,0,4180,0,671,0,50,0,8320
27_04_2021 04h51min50seg,1358,-1,4815,441,604,750,700,0,0,4465,0,0,0,450,0,8400
27_04_2021 04h52min15seg,1359,-1,4650,503,132,600,475,0,0,3935,140,111,22,75,0,8260
27_04_2021 04h52min39seg,1360,-1,4830,518,2,600,400,0,0,4180,0,643,0,0,0,8300
27_04_2021 04h53min09seg,1361,-1,6010,661,8,600,400,0,0,5360,0,671,0,0,0,10600
27_04_2021 04h53min41seg,1362,-1,2423,1065,2358,800,1225,0,0,2580,368,0,0,1025,0,10100
27_04_2021 04h54min09seg,1363,-1,4386,474,626,700,775,0,0,3725,436,0,0,475,0,8940
27_04_2021 04h54min36seg,1364,-1,5074,466,274,750,475,0,0,4255,344,0,0,225,0,8680
27_04_2021 04h55min07seg,1365,-1,5983,566,124,750,475,0,0,5160,248,223,22,225,0,10040
27_04_2021 04h55min32seg,1366,-1,5440,453,15,750,400,0,0,4790,0,811,0,150,0,8080
27_04_2021 04h55min56seg,1367,-1,4760,509,6,600,400,0,0,4110,0,643,0,0,0,8160
27_04_2021 04h56min50seg,1368,-1,8290,1244,1930,1100,850,0,0,8740,0,0,0,1100,0,15080
27_04_2021 04h57min21seg,1369,-1,6955,590,0,750,400,0,0,6305,0,839,0,150,0,10260
27_04_2021 04h57min52seg,1370,-1,6109,576,120,750,475,0,0,5250,284,335,22,225,0,10200
27_04_2021 04h58min24seg,1371,-1,5637,661,146,600,475,0,0,4970,392,0,0,75,0,10960
27_04_2021 04h58min54seg,1372,-1,5775,643,81,600,475,0,0,4980,220,223,44,75,0,10440
27_04_2021 04h59min22seg,1373,-1,4109,500,693,600,775,0,0,3510,324,0,0,375,0,8740
27_04_2021 04h59min50seg,1374,-1,4281,512,451,600,775,0,0,3720,336,0,0,375,0,8920
27_04_2021 05h00min26seg,1375,-1,2866,1396,3097,600,1225,0,0,2785,456,0,0,825,0,11600
27_04_2021 05h00min56seg,1376,-1,3455,879,1516,650,1150,0,0,3605,0,0,0,800,0,9600
27_04_2021 05h01min20seg,1377,-1,4770,507,1,600,400,0,0,4120,0,783,0,0,0,8120
27_04_2021 05h01min44seg,1378,-1,4870,442,10,750,400,0,0,4220,0,755,0,150,0,7900
27_04_2021 05h02min15seg,1379,-1,6595,572,8,750,400,0,0,5945,0,811,0,150,0,9980
27_04_2021 05h02min45seg,1380,-1,6450,573,117,750,475,0,0,5595,280,335,22,225,0,10140
27_04_2021 05h03min09seg,1381,-1,4860,447,2,750,400,0,0,4210,0,867,0,150,0,7980
27_04_2021 05h03min40seg,1382,-1,6760,588,13,750,400,0,0,6110,0,895,0,150,0,10240
27_04_2021 05h04min10seg,1383,-1,5865,343,1059,1100,700,0,0,5515,0,0,0,800,0,8760
27_04_2021 05h04min41seg,1384,-1,6780,574,7,750,400,0,0,6130,0,839,0,150,0,10020
27_04_2021 05h05min16seg,1385,-1,3420,1284,2314,600,1225,0,0,3795,0,0,0,825,0,11600
27_04_2021 05h05min44seg,1386,-1,5333,468,307,750,475,0,0,4870,188,0,0,525,0,8700
27_04_2021 05h06min11seg,1387,-1,4230,520,767,600,700,0,0,3880,0,0,0,300,0,8840
27_04_2021 05h06min41seg,1388,-1,5839,574,121,750,475,0,0,5260,4,307,22,225,0,10160
27_04_2021 05h07min07seg,1389,-1,4160,505,686,600,700,0,0,3810,0,0,0,300,0,8620
27_04_2021 05h07min36seg,1390,-1,3113,522,462,600,925,0,0,3560,96,0,0,687,6,9500
27_04_2021 05h08min01seg,1391,-1,4720,513,7,600,400,0,0,4145,0,699,0,75,0,8220
27_04_2021 05h08min53seg,1392,-1,9266,905,17,750,475,0,0,8085,656,587,22,225,0,15340
27_04_2021 05h09min19seg,1393,-1,4437,499,234,600,475,0,0,3860,152,0,0,75,0,8460
27_04_2021 05h09min44seg,1394,-1,4785,463,7,700,400,0,0,4135,0,727,0,100,0,8100
27_04_2021 05h10min11seg,1395,-1,5609,468,176,750,475,0,0,4710,324,83,0,225,0,8520
27_04_2021 05h10min44seg,1396,-1,6948,604,113,750,475,0,0,6265,108,335,22,225,0,10640
27_04_2021 05h11min10seg,1397,-1,4168,544,0,600,475,0,0,3885,308,0,0,75,0,8920
27_04_2021 05h11min40seg,1398,-1,6215,580,12,750,400,0,0,5565,0,811,0,150,0,10120
27_04_2021 05h12min11seg,1399,-1,5495,641,208,600,700,0,0,5145,0,0,0,300,0,10620
27_04_2021 05h12min42seg,1400,-1,2045,1523,3323,600,1150,0,0,2245,0,0,0,750,0,9760
27_04_2021 05h13min47seg,1401,-1,7109,2948,1514,3775,1375,725,0,8785,1524,0,0,4025,125,17320
27_04_2021 05h14min13seg,1402,-1,5326,442,163,750,475,0,0,4695,56,167,0,225,0,8100
27_04_2021 05h14min46seg,1403,-1,6958,600,96,750,475,0,0,5955,428,307,44,225,0,10560
27_04_2021 05h15min18seg,1404,-1,5612,653,132,600,475,0,0,5155,132,0,0,75,0,10780
27_04_2021 05h15min47seg,1405,-1,5860,642,10,600,400,0,0,5210,0,699,0,0,0,10300
27_04_2021 05h16min18seg,1406,-1,5105,640,780,600,700,0,0,4805,0,0,0,300,0,10720
27_04_2021 05h16min51seg,1407,-1,5295,537,876,900,700,0,0,4945,0,0,0,600,0,10620
27_04_2021 05h17min15seg,1408,-1,4875,520,13,600,400,0,0,4225,0,727,0,0,0,8340
27_04_2021 05h17min38seg,1409,-1,4635,493,0,600,400,0,0,3985,0,699,0,0,0,7900
27_04_2021 05h18min06seg,1410,-1,4476,482,867,700,775,0,0,3805,396,0,0,475,0,9000
27_04_2021 05h18min36seg,1411,-1,5805,638,6,600,400,0,0,5155,0,671,0,0,0,10220
27_04_2021 05h19min06seg,1412,-1,3734,683,1214,600,1075,0,0,3665,144,0,0,675,0,9680
27_04_2021 05h19min44seg,1413,-1,3657,1260,1352,600,1225,0,0,4060,372,0,0,825,0,11940
27_04_2021 05h20min14seg,1414,-1,5680,633,0,600,400,0,0,5130,0,615,0,0,0,10140
27_04_2021 05h20min46seg,1415,-1,5370,458,910,1050,700,0,0,5020,0,0,0,750,0,10360
27_04_2021 05h21min11seg,1416,-1,5475,471,4,750,400,0,0,4825,0,783,0,150,0,8360
27_04_2021 05h21min37seg,1417,-1,4995,453,16,750,400,0,0,4345,0,839,0,150,0,8080
27_04_2021 05h22min33seg,1418,-1,4100,3028,3496,1850,1275,700,0,5565,60,0,0,2075,50,16380
27_04_2021 05h22min57seg,1419,-1,4710,504,5,600,400,0,0,4060,0,643,0,0,0,8080
27_04_2021 05h23min27seg,1420,-1,6695,590,10,750,400,0,0,6045,0,839,0,150,0,10280
27_04_2021 05h23min50seg,1421,-1,4645,493,12,600,400,0,0,3995,0,699,0,0,0,7920
27_04_2021 05h24min40seg,1422,-1,8454,880,107,750,475,0,0,7935,244,195,0,425,0,15100
27_04_2021 05h25min12seg,1423,-1,3339,1220,2801,1150,1100,0,0,3835,104,0,0,1175,75,9980
27_04_2021 05h25min38seg,1424,-1,5309,444,167,750,475,0,0,4410,324,195,22,225,0,8140
27_04_2021 05h26min28seg,1425,-1,7316,898,204,600,775,0,0,6625,616,0,0,375,0,14760
27_04_2021 05h26min54seg,1426,-1,5340,458,16,750,400,0,0,4690,0,839,0,150,0,8160
27_04_2021 05h27min24seg,1427,-1,6055,605,9,750,400,0,0,5405,0,895,0,150,0,10520
27_04_2021 05h27min55seg,1428,-1,6776,577,116,750,475,0,0,6025,276,251,0,225,0,10240
27_04_2021 05h28min20seg,1429,-1,4855,521,12,600,400,0,0,4205,0,727,0,0,0,8360
27_04_2021 05h28min46seg,1430,-1,4379,519,160,600,475,0,0,4050,104,0,0,75,0,8780
27_04_2021 05h29min14seg,1431,-1,5080,452,452,750,700,0,0,4730,0,0,0,450,0,8560
27_04_2021 05h29min49seg,1432,-1,4968,647,607,650,775,0,0,4915,228,0,0,625,0,11240
27_04_2021 05h30min17seg,1433,-1,3880,579,830,600,750,0,0,3780,0,0,0,500,0,9060
27_04_2021 05h30min42seg,1434,-1,5180,462,0,750,400,0,0,4530,0,839,0,150,0,8220
27_04_2021 05h31min13seg,1435,-1,6625,585,12,750,400,0,0,5975,0,867,0,150,0,10200
27_04_2021 05h31min42seg,1436,-1,6140,609,7,700,400,0,0,5490,0,755,0,100,0,10300
27_04_2021 05h32min08seg,1437,-1,5350,461,1,750,400,0,0,4700,0,867,0,150,0,8200
27_04_2021 05h33min05seg,1438,-1,3400,3484,3804,1800,1450,850,0,4050,1400,0,0,2200,50,16420
27_04_2021 05h33min30seg,1439,-1,4120,436,667,650,700,0,0,3770,0,0,0,350,0,7940
27_04_2021 05h34min03seg,1440,-1,5095,659,885,600,775,0,0,4670,200,0,0,375,0,11100
27_04_2021 05h34min36seg,1441,-1,5825,458,774,1100,700,0,0,5825,0,0,0,1000,0,10500
27_04_2021 05h35min27seg,1442,-1,8455,877,23,750,500,0,0,8755,0,251,0,450,0,15020
27_04_2021 05h35min58seg,1443,-1,3280,415,1049,850,700,0,0,4430,0,0,0,1300,0,9820
27_04_2021 05h36min29seg,1444,-1,5839,651,98,600,475,0,0,5250,64,223,22,75,0,10680
27_04_2021 05h37min00seg,1445,-1,2444,558,723,600,925,0,0,3475,212,0,0,1287,6,9940
27_04_2021 05h37min24seg,1446,-1,4855,519,4,600,400,0,0,4205,0,671,0,0,0,8320
27_04_2021 05h37min50seg,1447,-1,4775,517,132,600,475,0,0,3900,300,83,22,75,0,8480
27_04_2021 05h38min13seg,1448,-1,4610,492,9,600,400,0,0,3960,0,699,0,0,0,7900
27_04_2021 05h38min39seg,1449,-1,4551,510,194,600,475,0,0,3890,236,0,0,75,0,8580
27_04_2021 05h39min07seg,1450,-1,5665,633,2,600,400,0,0,5115,0,615,0,0,0,10140
27_04_2021 05h39min33seg,1451,-1,4560,491,132,600,475,0,0,3665,320,83,22,75,0,8060
27_04_2021 05h39min57seg,1452,-1,4875,520,12,600,400,0,0,4225,0,727,0,0,0,8340
27_04_2021 05h40min23seg,1453,-1,4525,495,221,600,475,0,0,3860,140,0,0,75,0,8340
27_04_2021 05h40min48seg,1454,-1,5175,454,164,750,475,0,0,4260,340,55,0,225,0,8280
27_04_2021 05h41min20seg,1455,-1,4465,631,393,600,775,0,0,4600,240,0,0,825,0,10740
27_04_2021 05h41min45seg,1456,-1,4667,510,128,600,475,0,0,3840,252,139,0,75,0,8380
27_04_2021 05h42min07seg,1457,-1,4410,463,6,600,400,0,0,3760,0,699,0,0,0,7420
27_04_2021 05h42min33seg,1458,-1,4741,513,138,600,475,0,0,3850,316,83,0,75,0,8420
27_04_2021 05h43min05seg,1459,-1,5796,657,157,600,475,0,0,4915,456,0,0,75,0,10860
27_04_2021 05h43min30seg,1460,-1,4765,510,8,600,400,0,0,4115,0,671,0,0,0,8180
27_04_2021 05h43min59seg,1461,-1,5430,627,9,600,400,0,0,5030,0,531,0,0,0,10060
27_04_2021 05h44min27seg,1462,-1,4485,503,409,650,700,0,0,4135,0,0,0,350,0,8880
27_04_2021 05h44min54seg,1463,-1,4864,468,430,750,575,0,0,4325,264,0,0,475,0,8820
27_04_2021 05h45min21seg,1464,-1,3610,502,790,600,700,0,0,3710,0,0,0,400,0,8760
27_04_2021 05h45min57seg,1465,-1,7255,482,1393,1100,775,0,0,6940,40,0,0,875,0,10980
27_04_2021 05h46min26seg,1466,-1,3879,502,673,650,775,0,0,3960,344,0,0,725,0,9400
27_04_2021 05h46min51seg,1467,-1,4650,501,118,600,475,0,0,3795,280,167,22,75,0,8220
27_04_2021 05h47min24seg,1468,-1,5267,640,560,600,775,0,0,4560,432,0,0,375,0,10780
27_04_2021 05h47min59seg,1469,-1,4330,871,2266,950,1150,0,0,5030,0,0,0,1400,0,11320
27_04_2021 05h48min52seg,1470,-1,7860,891,920,750,700,0,0,8010,0,0,0,450,0,15400
27_04_2021 05h49min24seg,1471,-1,6353,589,331,750,575,0,0,5550,328,0,0,325,0,10620
27_04_2021 05h49min52seg,1472,-1,5660,466,6,750,400,0,0,5010,0,811,0,150,0,8280
27_04_2021 05h50min19seg,1473,-1,4665,449,363,750,475,0,0,4720,120,0,0,525,0,8640
27_04_2021 05h50min51seg,1474,-1,5090,632,731,600,700,0,0,4740,0,0,0,300,0,10520
27_04_2021 05h51min26seg,1475,-1,7070,451,974,1100,700,0,0,6970,0,0,0,800,0,10440
27_04_2021 05h51min51seg,1476,-1,5400,450,1,750,400,0,0,4750,0,811,0,150,0,8020
27_04_2021 05h52min17seg,1477,-1,5505,462,8,750,400,0,0,4855,0,811,0,150,0,8220
27_04_2021 05h52min42seg,1478,-1,5530,462,12,750,400,0,0,4880,0,783,0,150,0,8220
27_04_2021 05h53min11seg,1479,-1,5380,621,220,600,600,0,0,4930,0,0,0,200,0,10220
27_04_2021 05h53min42seg,1480,-1,5240,638,652,600,600,0,0,4790,0,0,0,200,0,10500
27_04_2021 05h54min07seg,1481,-1,4830,515,13,600,400,0,0,4180,0,727,0,0,0,8260
27_04_2021 05h54min30seg,1482,-1,4650,445,4,700,400,0,0,4000,0,699,0,100,0,7900
27_04_2021 05h54min55seg,1483,-1,4794,397,402,750,475,0,0,4165,104,0,0,225,0,7720
27_04_2021 05h55min24seg,1484,-1,5875,643,6,600,400,0,0,5225,0,671,0,0,0,10300
27_04_2021 05h55min52seg,1485,-1,5565,621,8,600,400,0,0,5015,0,587,0,0,0,9960
27_04_2021 05h56min21seg,1486,-1,5635,630,6,600,400,0,0,5085,0,671,0,0,0,10100
27_04_2021 05h56min53seg,1487,-1,5205,653,431,600,700,0,0,5105,0,0,0,400,0,10860
27_04_2021 05h57min28seg,1488,-1,2790,2066,4149,600,1050,0,0,2840,0,0,0,650,0,11640
27_04_2021 05h58min02seg,1489,-1,6670,464,852,1100,700,0,0,6370,0,0,0,800,0,10600
27_04_2021 05h58min36seg,1490,-1,6930,460,955,1100,700,0,0,6580,0,0,0,800,0,10460
27_04_2021 05h59min08seg,1491,-1,6712,603,199,750,475,0,0,5945,292,0,0,325,0,10740
27_04_2021 05h59min34seg,1492,-1,4846,438,161,750,475,0,0,4135,136,223,22,225,0,8040
27_04_2021 06h00min03seg,1493,-1,5735,644,10,600,400,0,0,5185,0,587,0,0,0,10320
27_04_2021 06h00min53seg,1494,-1,8443,968,15,600,475,0,0,7770,148,503,44,75,0,15540
27_04_2021 06h01min26seg,1495,-1,6768,598,105,750,475,0,0,5965,228,363,44,225,0,10540
27_04_2021 06h01min54seg,1496,-1,5518,615,90,600,475,0,0,4935,8,279,22,75,0,10000
27_04_2021 06h02min19seg,1497,-1,5230,442,12,750,400,0,0,4580,0,811,0,150,0,7900
27_04_2021 06h02min44seg,1498,-1,5395,441,17,750,400,0,0,4745,0,867,0,150,0,7900
27_04_2021 06h03min34seg,1499,-1,9320,902,4,750,400,0,0,8670,0,531,0,150,0,15260
27_04_2021 06h04min08seg,1500,-1,5928,506,811,950,775,0,0,5535,168,0,0,725,0,10540
27_04_2021 06h04min33seg,1501,-1,4638,505,145,600,475,0,0,4035,28,111,22,75,0,8300
27_04_2021 06h04min57seg,1502,-1,4670,497,13,600,400,0,0,4020,0,699,0,0,0,7980
27_04_2021 06h05min48seg,1503,-1,8503,862,227,800,775,0,0,7690,588,0,0,575,0,15180
27_04_2021 06h06min15seg,1504,-1,4235,497,506,600,700,0,0,3885,0,0,0,300,0,8520
27_04_2021 06h06min46seg,1505,-1,5230,633,451,600,700,0,0,4980,0,0,0,300,0,10620
27_04_2021 06h07min12seg,1506,-1,4220,506,663,600,600,0,0,3770,0,0,0,200,0,8460
27_04_2021 06h07min42seg,1507,-1,5400,591,762,700,600,0,0,4950,0,0,0,300,0,10380
27_04_2021 06h08min30seg,1508,-1,8700,847,18,750,475,0,0,8095,80,531,67,225,0,14420
27_04_2021 06h08min58seg,1509,-1,4138,496,702,650,775,0,0,3865,48,0,0,425,0,8980
27_04_2021 06h09min24seg,1510,-1,5585,453,168,750,475,0,0,4670,340,139,22,225,0,8280
27_04_2021 06h09min48seg,1511,-1,4630,491,0,600,400,0,0,3980,0,671,0,0,0,7860
27_04_2021 06h10min09seg,1512,-1,4220,440,10,600,400,0,0,3570,0,699,0,0,0,7060
27_04_2021 06h10min38seg,1513,-1,5900,648,1,600,400,0,0,5250,0,671,0,0,0,10380
27_04_2021 06h11min02seg,1514,-1,4560,510,56,600,400,0,0,4110,0,391,0,200,0,8300
27_04_2021 06h11min34seg,1515,-1,4270,641,792,800,650,0,0,4470,0,0,0,450,0,10640
27_04_2021 06h12min05seg,1516,-1,5850,650,85,600,475,0,0,4955,320,307,22,75,0,10560
27_04_2021 06h12min36seg,1517,-1,5881,637,100,650,475,0,0,4870,436,307,22,125,0,10620
27_04_2021 06h13min00seg,1518,-1,5060,444,0,750,400,0,0,4410,0,811,0,150,0,7920
27_04_2021 06h13min25seg,1519,-1,4698,508,133,600,475,0,0,3815,308,139,0,75,0,8360
27_04_2021 06h13min51seg,1520,-1,4734,517,126,600,475,0,0,3815,344,139,22,75,0,8480
27_04_2021 06h14min42seg,1521,-1,8515,902,71,750,500,0,0,8165,0,307,0,350,0,15380
27_04_2021 06h15min10seg,1522,-1,5106,431,740,850,775,0,0,4755,76,0,0,625,0,8980
27_04_2021 06h15min42seg,1523,-1,6167,633,98,650,475,0,0,5200,392,335,22,125,0,10720
27_04_2021 06h16min06seg,1524,-1,4765,525,10,600,400,0,0,4215,0,531,0,0,0,8420
27_04_2021 06h16min39seg,1525,-1,4898,642,867,600,775,0,0,4725,48,0,0,375,0,10920
27_04_2021 06h17min09seg,1526,-1,5713,646,28,600,475,0,0,5110,128,419,0,75,0,10420
27_04_2021 06h17min34seg,1527,-1,4870,522,12,600,400,0,0,4220,0,671,0,0,0,8380
27_04_2021 06h18min06seg,1528,-1,5265,470,1390,1050,700,0,0,4965,0,0,0,750,0,10700
27_04_2021 06h18min36seg,1529,-1,6430,566,5,750,400,0,0,5780,0,895,0,150,0,9880
27_04_2021 06h19min07seg,1530,-1,6092,596,195,750,475,0,0,5725,92,0,0,225,0,10720
27_04_2021 06h19min37seg,1531,-1,5660,646,5,600,400,0,0,5210,0,503,0,0,0,10360
27_04_2021 06h20min04seg,1532,-1,3375,523,222,600,700,0,0,3875,0,0,0,750,0,9080
27_04_2021 06h20min39seg,1533,-1,5219,1067,768,600,975,0,0,4820,324,0,0,575,0,11520
27_04_2021 06h21min03seg,1534,-1,4645,452,161,750,475,0,0,4070,0,167,0,225,0,8260
27_04_2021 06h21min30seg,1535,-1,4945,463,460,750,700,0,0,4595,0,0,0,450,0,8760
27_04_2021 06h22min00seg,1536,-1,5040,356,1033,1050,700,0,0,4690,0,0,0,750,0,8740
27_04_2021 06h22min33seg,1537,-1,6475,590,520,750,700,0,0,6125,0,0,0,450,0,10640
27_04_2021 06h23min06seg,1538,-1,5824,623,324,700,575,0,0,5555,444,0,0,575,0,11100
27_04_2021 06h23min38seg,1539,-1,2090,1779,2806,600,1150,0,0,2940,0,0,0,1250,0,10200
27_04_2021 06h24min06seg,1540,-1,5310,472,587,750,700,0,0,4960,0,0,0,450,0,8880
27_04_2021 06h24min32seg,1541,-1,4330,489,585,650,500,0,0,3780,0,223,0,150,0,8280
27_04_2021 06h25min01seg,1542,-1,4322,451,847,750,775,0,0,4685,12,0,0,925,0,9080
27_04_2021 06h25min33seg,1543,-1,6149,577,543,750,775,0,0,5500,424,0,0,525,0,10600
27_04_2021 06h26min23seg,1544,-1,7829,952,35,600,475,0,0,7610,44,167,22,75,0,15400
27_04_2021 06h26min51seg,1545,-1,5043,444,276,750,475,0,0,4450,168,0,0,225,0,8360
27_04_2021 06h27min24seg,1546,-1,4895,640,792,650,700,0,0,4995,0,0,0,650,0,10980
27_04_2021 06h27min51seg,1547,-1,5075,450,661,750,700,0,0,4725,0,0,0,450,0,8520
27_04_2021 06h28min19seg,1548,-1,4235,474,492,750,600,0,0,4735,0,0,0,1050,0,9080
27_04_2021 06h28min48seg,1549,-1,5350,620,432,600,500,0,0,4800,0,335,0,100,0,10080
27_04_2021 06h29min19seg,1550,-1,5223,646,155,600,475,0,0,5140,108,0,0,375,0,10740
27_04_2021 06h29min48seg,1551,-1,5665,423,181,900,500,0,0,5115,0,167,0,400,0,8600
27_04_2021 06h30min13seg,1552,-1,5373,441,182,750,475,0,0,4490,308,83,22,225,0,8100
27_04_2021 06h30min37seg,1553,-1,4820,515,11,600,400,0,0,4170,0,699,0,0,0,8260
27_04_2021 06h31min01seg,1554,-1,4845,520,5,600,400,0,0,4195,0,727,0,0,0,8340
27_04_2021 06h31min57seg,1555,-1,6693,1396,730,600,1000,0,0,6695,548,0,0,575,25,16100
27_04_2021 06h32min31seg,1556,-1,4516,660,1363,600,775,0,0,4375,216,0,0,475,0,11220
27_04_2021 06h33min28seg,1557,-1,732,1226,7447,2050,1375,700,0,2415,260,0,0,2412,31,16660
27_04_2021 06h34min01seg,1558,-1,6170,601,637,750,700,0,0,5820,0,0,0,450,0,10840
27_04_2021 06h34min25seg,1559,-1,4720,501,0,600,400,0,0,4070,0,727,0,0,0,8020
27_04_2021 06h34min50seg,1560,-1,5415,446,8,750,400,0,0,4765,0,895,0,150,0,7960
27_04_2021 06h35min21seg,1561,-1,6705,603,13,750,400,0,0,6055,0,839,0,150,0,10480
27_04_2021 06h35min51seg,1562,-1,5300,620,365,600,675,0,0,4905,20,0,0,275,0,10360
27_04_2021 06h36min17seg,1563,-1,4155,500,590,600,700,0,0,3805,0,0,0,300,0,8500
27_04_2021 06h36min49seg,1564,-1,5882,531,530,800,775,0,0,5555,52,0,0,575,0,10380
27_04_2021 06h37min21seg,1565,-1,6510,603,326,750,700,0,0,6160,0,0,0,450,0,10780
27_04_2021 06h37min50seg,1566,-1,5895,647,5,600,400,0,0,5245,0,699,0,0,0,10360
27_04_2021 06h38min41seg,1567,-1,8155,776,773,950,700,0,0,7805,0,167,0,650,0,14800
27_04_2021 06h39min07seg,1568,-1,5357,444,168,750,475,0,0,4570,212,167,0,225,0,8140
27_04_2021 06h39min35seg,1569,-1,4800,475,736,700,700,0,0,4450,0,0,0,400,0,8640
27_04_2021 06h40min03seg,1570,-1,4300,434,789,850,775,0,0,4105,120,0,0,775,0,9100
27_04_2021 06h40min26seg,1571,-1,4680,498,3,600,400,0,0,4030,0,671,0,0,0,7980
27_04_2021 06h40min54seg,1572,-1,3615,513,719,600,700,0,0,3915,0,0,0,700,0,8940
27_04_2021 06h41min25seg,1573,-1,5170,629,717,600,600,0,0,4720,0,0,0,200,0,10340
27_04_2021 06h41min53seg,1574,-1,5785,630,7,600,400,0,0,5135,0,699,0,0,0,10100
27_04_2021 06h42min25seg,1575,-1,4200,629,46,600,600,0,0,4950,0,0,0,800,0,10560
27_04_2021 06h43min00seg,1576,-1,4167,658,674,600,925,0,0,4580,112,0,0,825,0,11380
27_04_2021 06h43min25seg,1577,-1,5295,440,15,750,400,0,0,4645,0,811,0,150,0,7880
27_04_2021 06h44min13seg,1578,-1,8205,851,6,750,400,0,0,7855,0,531,0,150,0,14620
27_04_2021 06h45min39seg,1579,-1,7487,2793,4733,3850,1225,1550,0,9900,912,0,0,4075,0,23460
27_04_2021 06h46min06seg,1580,-1,5533,466,167,750,475,0,0,4630,328,111,22,225,0,8480
27_04_2021 06h46min41seg,1581,-1,4518,653,775,600,775,0,0,4505,388,0,0,825,0,11520
27_04_2021 06h47min05seg,1582,-1,4680,499,12,600,400,0,0,4030,0,671,0,0,0,8000
27_04_2021 06h47min55seg,1583,-1,8613,903,19,750,475,0,0,8110,28,587,44,225,0,15320
27_04_2021 06h48min30seg,1584,-1,2935,1389,2774,600,1150,0,0,3385,0,0,0,750,0,11360
27_04_2021 06h48min56seg,1585,-1,3240,457,880,700,700,0,0,3740,0,0,0,1000,0,8560
27_04_2021 06h49min22seg,1586,-1,5695,467,6,750,400,0,0,5045,0,839,0,150,0,8300
27_04_2021 06h50min01seg,1587,-1,3665,1014,2952,950,1150,0,0,4515,0,0,0,1250,0,11960
27_04_2021 06h50min31seg,1588,-1,5915,663,5,600,400,0,0,5365,0,671,0,0,0,10620
27_04_2021 06h50min56seg,1589,-1,5670,467,17,750,400,0,0,5020,0,839,0,150,0,8320
27_04_2021 06h51min50seg,1590,-1,9107,716,497,1150,775,0,0,8160,972,0,0,925,0,14800
27_04_2021 06h52min23seg,1591,-1,4905,624,1374,700,700,0,0,4555,0,0,0,400,0,11000
27_04_2021 06h52min54seg,1592,-1,6900,605,4,750,400,0,0,6250,0,755,0,150,0,10500
27_04_2021 06h53min26seg,1593,-1,7175,611,129,750,475,0,0,6600,0,335,0,225,0,10760
27_04_2021 06h53min54seg,1594,-1,5611,475,158,750,475,0,0,4680,356,139,0,225,0,8620
27_04_2021 06h54min26seg,1595,-1,6505,589,378,750,575,0,0,5650,380,0,0,325,0,10520
